date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2019-03-16 21:07:38,eq_info,,0,0,0,"【地震超速報】 06:07:37 [第6報] 千葉県東方沖 M4.4 深さ 10km 最大震度4 #地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望",,,#地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望,1107025657354027009,s://twitter.com/eq_info//1107025657354027009
2019-03-16 21:07:34,eq_info,,0,0,0,"【地震超速報】 06:07:33 [第3報] 千葉県東方沖 M5.0 深さ 10km 最大震度3 #地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望",,,#地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望,1107025640610398208,s://twitter.com/eq_info//1107025640610398208
2019-03-16 21:07:29,eq_info,,0,0,0,"【地震超速報】 06:07:28 [第1報] 千葉県東方沖 M3.8 深さ 10km 最大震度 不明 #地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望",,,#地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望,1107025619118784512,s://twitter.com/eq_info//1107025619118784512
2019-03-16 21:07:29,eq_info,,0,0,0,"【地震超速報】 06:07:27 千葉県 銚子 銚子中 予想震度1 #地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望",,,#地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望,1107025616656711680,s://twitter.com/eq_info//1107025616656711680
2019-03-16 20:24:21,eq_info,,0,0,0,"【地震超速報】 05:24:19 長野県 開田 木曽福島 予想震度0 #地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望",,,#地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望,1107014761038831616,s://twitter.com/eq_info//1107014761038831616
2019-03-16 20:20:21,akechiemma,,2,1,58,"おはようございます。 今日も一日無事に過ごせますように。 大きな自然災害なく、安心して過ごせますように。 もしもの時は、迅速な行動を。 命を最優先でお願いいたしますね。 #地震 #津波 #防災 #避難",,,#地震 #津波 #防災 #避難,1107013758059073536,s://twitter.com/akechiemma//1107013758059073536
2019-03-16 20:18:18,eq_info,,0,0,0,"【地震超速報】 05:18:15 茨城県 笠間、栃木県 真岡 北高岡 予想震度0 #地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望",,,#地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望,1107013239819239424,s://twitter.com/eq_info//1107013239819239424
2019-03-16 17:38:15,eq_info,,0,0,0,"【地震超速報】 02:37:29 震度0 宮城県 気仙沼 #地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望pic.twitter.com/krgXoknKHE",,,#地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望pic,1106972963528564738,s://twitter.com/eq_info//1106972963528564738
2019-03-16 17:37:37,eq_info,,0,0,0,"【地震超速報】 02:37:29 宮城県 気仙沼 東和 南三陸、岩手県 藤沢 予想震度1 #地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望",,,#地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望,1106972804593807360,s://twitter.com/eq_info//1106972804593807360
2019-03-16 17:37:31,eq_info,,0,0,0,"【地震超速報】 02:37:29 宮城県 気仙沼 東和 南三陸、岩手県 藤沢 予想震度0 #地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望",,,#地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望,1106972779524423680,s://twitter.com/eq_info//1106972779524423680
2019-03-16 17:34:24,eq_info,,0,0,0,"【地震超速報】 02:34:22 愛媛県 宇和島 予想震度0 #地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望",,,#地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望,1106971995244122115,s://twitter.com/eq_info//1106971995244122115
2019-03-16 17:32:44,eq_info,,0,0,1,"【地震超速報】 02:31:56 震度0未満 栃木県 真岡 #地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望pic.twitter.com/9SebpQNl2M",,,#地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望pic,1106971576233123840,s://twitter.com/eq_info//1106971576233123840
2019-03-16 17:32:01,eq_info,,0,0,0,"【地震超速報】 02:31:56 茨城県 笠間、栃木県 真岡 北高岡 予想震度0 #地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望",,,#地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望,1106971391977377792,s://twitter.com/eq_info//1106971391977377792
2019-03-16 17:02:51,eq_info,,0,0,0,"【地震超速報】 02:02:36 地中加速度変化 島根県 仁多 伯太 #地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望",,,#地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望,1106964052511617025,s://twitter.com/eq_info//1106964052511617025
2019-03-16 15:05:02,novtnerico,,0,0,1,"責任について 鎌田慧 本音のコラム（東京新聞） : 瀬戸の風 s://lituum.exblog.jp/29311468/ #東日本大震災Remember #Fukushima! #地震 #津波 #原発 #避難 #東日本大震災から8年 #NoMoreHibakusha #復興 #内部被曝 #食物連鎖 #電通 #東京五輪pic.twitter.com/yCZlN0uJCN",,,#東日本大震災Remember #Fukushima #地震 #津波 #原発 #避難 #東日本大震災から8年 #NoMoreHibakusha #復興 #内部被曝 #食物連鎖 #電通 #東京五輪pic,1106934402607661061,s://twitter.com/novtnerico//1106934402607661061
2019-03-16 13:43:23,Shangrila0419,,0,0,0,"仙台市の路上に遺体２００～３００人 s://www.nicogame.info/ja/watch/sm13842727 … #nicogame #sm13842727 @Nico_Game_Info #東日本大震災 #津波 #地震 #東北地方太平洋沖地震 #仙台 #大地震 #M8.8 #M9.0 #仙台市若林区",,@Nico_Game_Info,#nicogame #sm13842727 #東日本大震災 #津波 #地震 #東北地方太平洋沖地震 #仙台 #大地震 #M8 #M9 #仙台市若林区,1106913857350651904,s://twitter.com/Shangrila0419//1106913857350651904
2019-03-16 13:41:55,eq_info,,0,1,0,"【地震超速報】 22:41:18 震度1 宮崎県 延岡 #地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望pic.twitter.com/6o14QZvS6p",,,#地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望pic,1106913486607572992,s://twitter.com/eq_info//1106913486607572992
2019-03-16 13:41:28,eq_info,,0,0,0,"【地震超速報】 22:41:27 [第1報] 日向灘 M3.5 深さ 20km 最大震度2 #地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望",,,#地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望,1106913375559143424,s://twitter.com/eq_info//1106913375559143424
2019-03-16 13:41:21,eq_info,,0,0,0,"【地震超速報】 22:41:18 大分県 佐伯 津久見 予想震度1 #地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望",,,#地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望,1106913346823974919,s://twitter.com/eq_info//1106913346823974919
2019-03-16 13:41:20,eq_info,,0,0,0,"【地震超速報】 22:41:18 宮崎県 延岡 日向 予想震度0 #地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望",,,#地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望,1106913340234694656,s://twitter.com/eq_info//1106913340234694656
2019-03-16 13:10:31,eq_info,,0,0,0,"【地震超速報】 22:09:52 震度0 千葉県 勝浦 千葉 市場 岬 長南 #地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望pic.twitter.com/pd9o4rT5Rb",,,#地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望pic,1106905584412954625,s://twitter.com/eq_info//1106905584412954625
2019-03-16 13:09:53,eq_info,,0,0,0,"【地震超速報】 22:09:52 千葉県 勝浦北 勝浦 予想震度0 #地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望",,,#地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望,1106905427927687168,s://twitter.com/eq_info//1106905427927687168
2019-03-16 12:56:47,HZ1QTVNOOdP9NRD,GSI_chiriin,0,0,0,"#東日本大震災 で『神社がある場所は安全じゃないか( #津波)』ゆう話ありました。 区画整理や開発で移転したり移動したり…。何の神様が奉られているか…。 かさ上げしたら河川が危ないとか、リアス海岸で→そもそも大丈夫なのか？(集中する地形) どう伝承されますかね(~o~) #自然災害伝承碑s://twitter.com/GSI_chiriin//1106463919017619456 …",,,#東日本大震災 #津波 #自然災害伝承碑s,1106902130890137600,s://twitter.com/HZ1QTVNOOdP9NRD//1106902130890137600
2019-03-16 12:15:03,eq_info,,0,0,0,"【地震超速報】 21:14:58 愛知県 尾西 小牧 清洲 予想震度0 #地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望",,,#地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望,1106891624854908928,s://twitter.com/eq_info//1106891624854908928
2019-03-16 12:07:40,1radi2,,0,1,0,"岩手日報「最後だとわかっていたなら」風の電話ー夢の中で帰ってきたー篇 s://youtu.be/Hr4TOn-GPhA #東日本大震災 の事みんな忘れないでね #地震 #津波",,,#東日本大震災 #地震 #津波,1106889769206710273,s://twitter.com/1radi2//1106889769206710273
2019-03-16 12:04:05,ajjnoj,,0,0,0,"南海トラフ巨大地震によって平穏な日常が終わるという事実 #南海トラフ #地震 #津波 #なんJ #相互フォロー://ajjnoj.blog.jp/archives/15887902. …",,,#南海トラフ #地震 #津波 #なんJ #相互フォロー,1106888865233559555,s://twitter.com/ajjnoj//1106888865233559555
2019-03-16 12:01:33,newsoku_rss,,0,0,0,"【悲報】「アクアマン見に行ったら津波のシーン出て3.11思い出した・・・そのぐらい配慮してよ！」 ://bit.ly/2ElIbWd #ptsd #アクアマン #映画 #津波 #被災 #被災者",,,#ptsd #アクアマン #映画 #津波 #被災 #被災者,1106888231331594242,s://twitter.com/newsoku_rss//1106888231331594242
2019-03-16 11:12:39,fukkosaionagawa,,0,16,39,"#復幸男 #復幸祭 まであと7日！今回のカウントダウンはカニ！じゃなくて！(怒られる！) Σ(□｀；) 事務局メンバー！鋭い目つきキリッと！ 「女川で待ってるで！」 #東北 #宮城 #女川 #onagawa #復興の向こう側へ #女川町復幸祭2019 #津波 #伝承 #西宮神社 #福男 #公認 #復興 #女川丼 #カニ美味そうpic.twitter.com/DvBfL5kP1e",,,#復幸男 #復幸祭 #東北 #宮城 #女川 #onagawa #復興の向こう側へ #女川町復幸祭2019 #津波 #伝承 #西宮神社 #福男 #公認 #復興 #女川丼 #カニ美味そうpic,1106875924660707329,s://twitter.com/fukkosaionagawa//1106875924660707329
2019-03-16 10:38:49,eq_info,,0,0,0,"【地震超速報】 19:38:15 震度0未満 茨城県 鹿嶋 石岡 ひたちなか #地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望pic.twitter.com/L9kiiSIq7K",,,#地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望pic,1106867408336084992,s://twitter.com/eq_info//1106867408336084992
2019-03-16 10:38:17,eq_info,,0,0,0,"【地震超速報】 19:38:15 茨城県 那珂湊 ひたちなか 水戸 予想震度0 #地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望",,,#地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望,1106867273329840128,s://twitter.com/eq_info//1106867273329840128
2019-03-16 10:17:08,eq_info,,0,0,0,"【地震超速報】 19:16:53 地中加速度変化 茨城県 ひたちなか つくば #地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望",,,#地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望,1106861951332675584,s://twitter.com/eq_info//1106861951332675584
2019-03-16 09:56:53,jp_kizuna,,0,0,0,"#拡散希望 #RT #地震 #大地震 #南海トラフ #紀伊水道 #構造線 #jishin #災害 #JPN #日本 #紀伊水道 #前震 #津波 #発光現象 #地鳴り #地震雲 #予測 #予想 #予知pic.twitter.com/g5otXZ66RO",,,#拡散希望 #RT #地震 #大地震 #南海トラフ #紀伊水道 #構造線 #jishin #災害 #JPN #日本 #紀伊水道 #前震 #津波 #発光現象 #地鳴り #地震雲 #予測 #予想 #予知pic,1106856854351560704,s://twitter.com/jp_kizuna//1106856854351560704
2019-03-16 09:42:57,MihoFromMiyagi,,0,0,0,"【震災関連ハッシュタグ】 #jishin #jisin #saigai #shinsai #tsunami #earthquake #震災 #sinsai #津波 #災害 #eqjp #pb_saigai #地震 #３月１１日 #防災 #災害FM",,,#jishin #jisin #saigai #shinsai #tsunami #earthquake #震災 #sinsai #津波 #災害 #eqjp #pb_saigai #地震 #３月１１日 #防災 #災害FM,1106853348743905280,s://twitter.com/MihoFromMiyagi//1106853348743905280
2019-03-16 09:09:38,SUKKARAKANN,,0,0,0,"きのくに線（紀勢本線）の紀伊田辺発新宮行の普通電車の車内。いざという時は乗務員の指示に従って、乗客同士もお互いに協力し避難することが重要。 #きのくに線 #津波 pic.twitter.com/9zkuko9hhb",,,#きのくに線 #津波,1106844966536384513,s://twitter.com/SUKKARAKANN//1106844966536384513
2019-03-16 09:00:22,1radi2,,0,0,0,"大きな被害を受けた陸前高田市［震災翌日］ s://youtu.be/1XkSk0WA8Jg ##東日本大震災 の事忘れないでね。当たり前に明日がこないんだということを・・ 子供たちにも伝えてね #地震 #津波",,,# #東日本大震災 #地震 #津波,1106842634755047424,s://twitter.com/1radi2//1106842634755047424
2019-03-16 08:37:13,takoyakirunrun,shiratama_ji,0,84,49,"私たちの日常生活で起きる事故、病気、犯罪など不測のアンラッキーへの事前注意ポイントだけでなく、恐ろしい自然災害に関する防災警告でも絶対の的中力を誇る #天瀬ひみか 先生の #コードロジー 予言以外には確かなものはどこにもありません！ #地震予知 #津波 #火山噴火s://twitter.com/shiratama_ji//1106751897724022784 …",,,#天瀬ひみか #コードロジー #地震予知 #津波 #火山噴火s,1106836806098518016,s://twitter.com/takoyakirunrun//1106836806098518016
2019-03-16 08:02:07,eq_info,,0,0,0,"【地震超速報】 17:01:25 震度0 岩手県 田老 普代 山田 #地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望pic.twitter.com/B2jQ0AVHp4",,,#地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望pic,1106827974014205954,s://twitter.com/eq_info//1106827974014205954
2019-03-16 08:01:35,eq_info,,0,0,0,"【地震超速報】 17:01:34 [第1報] 岩手県沖 M3.5 深さ 10km 最大震度1 #地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望",,,#地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望,1106827841121849345,s://twitter.com/eq_info//1106827841121849345
2019-03-16 08:01:28,eq_info,,0,0,0,"【地震超速報】 17:01:25 岩手県 田老 予想震度0 #地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望",,,#地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望,1106827808351744000,s://twitter.com/eq_info//1106827808351744000
2019-03-16 07:48:01,yuyuecoco,,0,0,0,"【国土交通省ハザードマップの使い方と朝日デジタルの】 #地震 #ハザードマップ や #防災情報 #防災サイト #まとめ #わがまちハザードマップ #国土交通省 #津波 #シュミレーション://skplan.main.jp/sunnyday/2018/09/10/post-10546/ …",,,#地震 #ハザードマップ #防災情報 #防災サイト #まとめ #わがまちハザードマップ #国土交通省 #津波 #シュミレーション,1106824427449114624,s://twitter.com/yuyuecoco//1106824427449114624
2019-03-16 05:38:03,miyagiDandeLion,,0,0,0,"【RT希望】宮城県内で活動しています！活動報告をブログHPで行っています。ご賛同頂ける方ご連絡下さい！スタッフブログ://ameblo.jp/dande-lion-miyagi/ … HP ://miyagidandelion.web.fc2.com/ #津波",,,#津波,1106791717506703360,s://twitter.com/miyagiDandeLion//1106791717506703360
2019-03-16 05:13:08,newsoku2chblog,,0,0,0,"【過去記事】 【悲報】「アクアマン見に行ったら津波のシーン出て3.11思い出した・・・そのぐらい配慮してよ！」 ://bit.ly/2ElIbWd #ptsd #アクアマン #映画 #津波 #被災 #被災者",,,#ptsd #アクアマン #映画 #津波 #被災 #被災者,1106785449652043777,s://twitter.com/newsoku2chblog//1106785449652043777
2019-03-16 04:56:05,eq_info,,0,0,1,"【地震超速報】 13:55:30 震度0 北海道 浜中 #地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望pic.twitter.com/4dahpB95KH",,,#地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望pic,1106781156169531392,s://twitter.com/eq_info//1106781156169531392
2019-03-16 04:55:59,eq_info,,0,0,0,"【地震超速報】 13:55:58 [第1報] 択捉島付近 M4.0 深さ 180km 最大震度 不明 #地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望",,,#地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望,1106781133583220736,s://twitter.com/eq_info//1106781133583220736
2019-03-16 04:55:33,eq_info,,0,0,0,"【地震超速報】 13:55:30 北海道 厚床 別海 予想震度0 #地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望",,,#地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望,1106781020831936512,s://twitter.com/eq_info//1106781020831936512
2019-03-16 04:49:22,eq_info,,0,0,0,"【地震超速報】 13:48:04 震度0 茨城県 笠間 #地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望pic.twitter.com/h9B4S44Pww",,,#地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望pic,1106779466947133441,s://twitter.com/eq_info//1106779466947133441
2019-03-16 04:48:39,eq_info,,0,0,0,"【地震超速報】 13:48:37 [第1報] 新潟県下越地方 M3.6 深さ 160km 最大震度 不明 #地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望",,,#地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望,1106779285505765377,s://twitter.com/eq_info//1106779285505765377
2019-03-16 04:48:38,eq_info,,0,0,0,"【地震超速報】 13:48:04 震度0未満 新潟県 加茂 三条 中条 #地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望pic.twitter.com/hxe0h3zr9Y",,,#地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望pic,1106779282607489024,s://twitter.com/eq_info//1106779282607489024
2019-03-16 04:48:12,eq_info,,0,0,0,"【地震超速報】 13:48:04 福島県 大熊 広野 予想震度0 #地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望",,,#地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望,1106779174851608577,s://twitter.com/eq_info//1106779174851608577
2019-03-16 04:30:32,eq_info,,0,0,0,"【地震超速報】 13:30:30 茨城県 御前山、栃木県 芳賀 北高岡 茂木 予想震度0 #地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望",,,#地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望,1106774728457371649,s://twitter.com/eq_info//1106774728457371649
2019-03-16 04:26:59,eq_info,,0,0,0,"【地震超速報】 13:26:10 震度0 相模湾 平塚ST6、静岡県 伊東中、東京都 岡田 #地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望pic.twitter.com/uBYmI7ocg7",,,#地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望pic,1106773834554732545,s://twitter.com/eq_info//1106773834554732545
2019-03-16 04:26:13,eq_info,,0,0,0,"【地震超速報】 13:26:10 静岡 相模湾 予想震度0 #地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望",,,#地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望,1106773638835920896,s://twitter.com/eq_info//1106773638835920896
2019-03-16 03:06:07,eq_info,,0,0,0,"【地震超速報】 12:05:28 震度0 宮城県 気仙沼 #地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望pic.twitter.com/b0tB7fwrW0",,,#地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望pic,1106753484370534401,s://twitter.com/eq_info//1106753484370534401
2019-03-16 03:05:32,eq_info,,0,0,0,"【地震超速報】 12:05:28 宮城県 唐桑 気仙沼 予想震度0 #地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望",,,#地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望,1106753334512238592,s://twitter.com/eq_info//1106753334512238592
